shipment_id,order_id,carrier,shipped_date,delivered_date,delivery_service,shipment_status
424,449,Royal Mail,2024-12-14,2024-12-16,Next Day,In Transit
425,450,Royal Mail,2025-12-10,,Standard,In Transit
426,451,Royal Mail,2024-08-23,2024-08-24,Next Day,In Transit
427,452,DPD,2025-08-07,2025-08-09,Click & Collect,In Transit
428,453,Evri,2024-08-30,2024-08-31,Next Day,In Transit
429,454,DPD,2025-12-31,2026-01-02,Standard,Delivered
430,455,Royal Mail,2024-01-18,2024-01-20,Standard,Delivered
431,456,Evri,2024-12-22,2024-12-23,Click & Collect,Delivered
432,457,DPD,2025-12-12,2025-12-13,Standard,Delivered
433,458,Evri,2024-02-06,,Standard,Lost
434,459,Royal Mail,2025-05-15,2025-05-16,Standard,Delivered
435,460,Evri,2024-03-01,2024-03-03,Standard,Delivered
436,461,Yodel,2024-09-06,2024-09-09,Standard,Delivered
437,462,Royal Mail,2025-10-19,2025-10-21,Standard,Delivered
438,463,Evri,2025-06-03,2025-06-05,Click & Collect,Delivered
439,464,Royal Mail,2024-12-14,2024-12-17,Standard,In Transit
440,465,DPD,2025-04-05,,Standard,Delivered
441,466,Evri,2024-08-17,2024-08-18,Click & Collect,Delivered
442,467,Royal Mail,2025-08-25,2025-08-26,Click & Collect,Delivered
443,468,Evri,2024-12-28,2024-12-29,Next Day,Delivered
444,469,Evri,2024-05-19,2024-05-20,Click & Collect,Delivered
445,470,DPD,2024-06-07,2024-06-10,Click & Collect,Delivered
446,471,Evri,2024-09-17,2024-09-18,Next Day,Delivered
447,472,Evri,2025-11-12,2025-11-13,Next Day,Delayed
448,473,Evri,2024-12-06,2024-12-07,Click & Collect,Delivered
449,474,Royal Mail,2024-12-28,2024-12-29,Next Day,In Transit
450,475,Evri,2025-02-28,2025-03-01,Next Day,Delivered
451,476,Royal Mail,2026-01-03,2026-01-04,Next Day,Delayed
452,477,Royal Mail,2025-06-10,,Next Day,Delivered
453,478,Yodel,2024-04-27,2024-05-01,Click & Collect,Delivered
454,479,Yodel,2025-12-01,2025-12-03,Standard,Delivered
455,480,Evri,2024-05-01,,Standard,Delivered
456,481,DPD,2025-05-30,2025-06-03,Standard,Delivered
457,482,Yodel,2025-12-16,2025-12-18,Click & Collect,Delivered
458,483,Royal Mail,2025-08-29,2025-09-01,Standard,Delivered
459,484,Royal Mail,2025-01-25,2025-01-26,Click & Collect,Delayed
460,485,Royal Mail,2025-08-28,,Next Day,Delivered
461,486,Evri,2024-06-28,2024-06-30,Click & Collect,Delivered
462,487,Yodel,2024-08-30,2024-08-31,Next Day,Delivered
463,488,DPD,2024-12-13,2024-12-16,Click & Collect,Delivered
464,489,DPD,2024-07-01,2024-07-02,Next Day,Delivered
465,490,Evri,2024-11-02,2024-11-03,Next Day,In Transit
466,491,Evri,2024-05-16,2024-05-17,Click & Collect,Delivered
467,492,Royal Mail,2025-04-14,2025-04-15,Standard,In Transit
468,493,Royal Mail,2024-11-01,2024-11-02,Next Day,Delivered
469,494,Evri,2024-10-03,2024-10-06,Next Day,Delivered
470,495,Yodel,2024-06-24,2024-06-26,Next Day,Delivered
471,496,DPD,2025-10-03,2025-10-06,Click & Collect,In Transit
472,497,DPD,2025-07-28,2025-07-29,Click & Collect,Delivered
473,498,Royal Mail,2025-01-14,2025-01-17,Standard,Delivered
474,499,DPD,2025-01-30,2025-01-31,Next Day,Delivered
475,500,Yodel,2024-11-26,2024-11-28,Standard,Delivered
476,501,Evri,2025-04-05,,Next Day,Delivered
477,502,DPD,2025-03-21,2025-03-22,Click & Collect,Delivered
478,503,Yodel,2024-10-21,2024-10-24,Click & Collect,Delivered
479,504,Yodel,2025-05-25,2025-05-29,Next Day,Delivered
480,505,Yodel,2025-11-17,2025-11-21,Next Day,Delivered
481,506,Yodel,2024-12-29,2024-12-31,Click & Collect,Delivered
482,507,DPD,2024-01-18,2024-01-20,Next Day,Delivered
483,508,Royal Mail,2025-08-13,2025-08-14,Click & Collect,Delayed
484,509,Royal Mail,2024-12-25,2024-12-26,Click & Collect,Delivered
485,510,Yodel,2025-01-22,2025-01-23,Standard,Delivered
486,511,DPD,2025-08-08,2025-08-10,Next Day,Delivered
487,512,Evri,2024-01-17,2024-01-19,Standard,Delivered
488,513,Royal Mail,2024-01-22,2024-01-26,Click & Collect,Delivered
489,514,Evri,2024-11-18,2024-11-20,Standard,Delivered
490,515,Yodel,2024-05-16,,Next Day,Delivered
491,516,Yodel,2024-06-06,2024-06-09,Click & Collect,Delayed
492,517,Yodel,2024-09-27,2024-09-28,Next Day,Delivered
493,518,Yodel,2024-11-15,2024-11-17,Standard,Lost
494,519,DPD,2025-05-30,2025-05-31,Next Day,Delivered
495,520,DPD,2025-11-05,2025-11-06,Standard,Delivered
496,521,Evri,2024-10-23,2024-10-25,Next Day,Delivered
497,522,Evri,2025-11-21,2025-11-22,Next Day,Delivered
498,523,Royal Mail,2025-07-15,2025-07-16,Next Day,Delivered
499,524,Royal Mail,2025-06-22,2025-06-23,Click & Collect,Delivered
500,525,Royal Mail,2025-03-03,2025-03-04,Click & Collect,Delivered
501,526,DPD,2024-10-19,2024-10-20,Standard,Delivered
502,527,Yodel,2024-03-09,2024-03-10,Next Day,Delayed
503,528,DPD,2024-08-03,2024-08-04,Standard,Delivered
504,529,DPD,2025-12-21,2025-12-22,Standard,Delivered
505,530,Yodel,2024-06-03,2024-06-07,Click & Collect,Delivered
506,531,Evri,2025-11-17,,Standard,Delivered
507,532,Evri,2025-12-08,,Click & Collect,Delayed
508,533,Evri,2024-08-14,,Click & Collect,Delivered
509,535,Yodel,2025-11-18,2025-11-20,Click & Collect,Delivered
510,536,DPD,2024-10-28,2024-10-31,Next Day,Delivered
511,537,Yodel,2024-12-07,2024-12-08,Next Day,Delivered
512,538,Royal Mail,2025-06-01,,Click & Collect,Delivered
513,539,Yodel,2024-01-03,2024-01-04,Next Day,Delivered
514,540,Evri,2025-11-29,2025-12-02,Next Day,Delivered
515,541,Evri,2025-12-30,,Standard,Delayed
516,542,DPD,2024-09-21,2024-09-23,Next Day,Delivered
517,543,Royal Mail,2025-07-02,2025-07-04,Standard,Delivered
518,544,DPD,2025-05-16,2025-05-17,Standard,Delivered
519,545,DPD,2024-12-20,2024-12-22,Next Day,Delivered
520,546,Evri,2025-06-27,2025-06-28,Click & Collect,Delivered
521,547,Royal Mail,2025-09-26,2025-09-29,Next Day,Delivered
522,548,DPD,2024-05-19,2024-05-20,Standard,Delivered
523,549,Yodel,2025-06-01,,Click & Collect,Delivered
524,551,Royal Mail,2024-10-13,2024-10-14,Click & Collect,Delivered
525,552,DPD,2025-08-27,2025-08-29,Next Day,Delivered
526,553,Evri,2024-11-30,2024-12-01,Click & Collect,Lost
527,554,DPD,2024-07-13,2024-07-14,Next Day,Delivered
528,556,Evri,2024-06-12,2024-06-14,Next Day,Delivered
529,557,Evri,2024-05-14,2024-05-15,Next Day,Delivered
530,558,Yodel,2025-03-13,2025-03-14,Next Day,Delivered
531,559,Royal Mail,2025-09-23,2025-09-25,Next Day,Delivered
532,560,DPD,2024-06-30,2024-07-01,Click & Collect,Lost
533,561,DPD,2025-11-20,,Standard,Delivered
534,562,Yodel,2025-10-31,2025-11-03,Click & Collect,Delivered
535,563,DPD,2025-08-12,2025-08-13,Standard,Delivered
536,564,DPD,2024-01-11,2024-01-12,Click & Collect,Delivered
537,565,DPD,2025-06-23,2025-06-24,Click & Collect,Delivered
538,566,Evri,2024-01-20,2024-01-21,Next Day,Delivered
539,567,DPD,2025-10-14,2025-10-16,Standard,Delivered
540,568,DPD,2025-06-19,2025-06-21,Standard,Delivered
541,569,Yodel,2024-01-29,2024-02-03,Standard,Delivered
542,570,Yodel,2025-05-20,2025-05-21,Next Day,Delivered
543,571,Evri,2024-06-28,2024-06-29,Click & Collect,In Transit
544,572,Royal Mail,2024-08-22,2024-08-25,Next Day,Delivered
545,573,DPD,2025-09-09,,Next Day,Delivered
546,574,Royal Mail,2024-12-25,,Click & Collect,Delivered
547,575,Yodel,2024-05-03,2024-05-04,Click & Collect,Lost
548,576,Royal Mail,2025-04-20,2025-04-21,Next Day,Delivered
549,578,DPD,2025-12-17,2025-12-18,Click & Collect,Delivered
550,579,Evri,2025-04-21,2025-04-22,Click & Collect,Delivered
551,580,Yodel,2025-01-03,2025-01-05,Next Day,Delivered
552,582,Evri,2025-01-02,2025-01-05,Click & Collect,Delivered
553,583,DPD,2025-09-28,2025-09-30,Next Day,Delivered
554,584,Evri,2025-09-06,2025-09-07,Next Day,Delivered
555,585,Royal Mail,2025-12-03,2025-12-04,Click & Collect,Delayed
556,586,Evri,2025-09-10,2025-09-11,Standard,Delivered
557,587,Royal Mail,2024-11-24,2024-11-27,Next Day,Delivered
558,588,Yodel,2024-09-20,2024-09-23,Click & Collect,Delivered
559,589,DPD,2024-11-25,2024-11-26,Standard,Lost
560,590,Yodel,2025-04-19,2025-04-22,Next Day,Delayed
561,591,Evri,2025-03-29,2025-03-30,Standard,Delayed
562,592,Yodel,2025-10-09,2025-10-10,Standard,Delivered
563,593,Evri,2024-02-04,2024-02-06,Click & Collect,Delivered
564,594,DPD,2024-08-02,2024-08-03,Click & Collect,Delivered
565,595,Yodel,2024-04-04,2024-04-05,Standard,In Transit
566,596,Evri,2025-10-31,2025-11-03,Standard,Delivered
567,597,Yodel,2025-03-17,2025-03-18,Standard,Delivered
568,598,Royal Mail,2024-02-16,2024-02-17,Standard,Delivered
569,599,Evri,2024-05-09,,Next Day,Delivered
570,600,Evri,2025-04-03,,Click & Collect,Delayed
571,601,Yodel,2024-02-07,,Click & Collect,Delivered
572,602,DPD,2025-08-24,2025-08-26,Standard,Delayed
573,603,Evri,2024-07-20,2024-07-22,Next Day,Delivered
574,604,Royal Mail,2025-12-26,2025-12-27,Standard,Delivered
575,605,Yodel,2025-03-26,2025-03-27,Next Day,Delivered
576,606,Evri,2025-07-18,2025-07-19,Next Day,Delivered
577,607,Yodel,2024-06-30,2024-07-01,Next Day,Delivered
578,608,Royal Mail,2025-10-03,2025-10-05,Next Day,Delayed
579,609,DPD,2025-07-08,2025-07-09,Standard,In Transit
580,610,Yodel,2024-10-24,2024-10-25,Next Day,Delivered
581,612,DPD,2025-03-07,2025-03-08,Click & Collect,Delivered
582,613,Yodel,2024-07-06,2024-07-08,Standard,Delivered
583,614,Yodel,2024-07-21,2024-07-22,Standard,Delayed
584,615,Evri,2024-04-28,2024-05-01,Standard,Delivered
585,616,DPD,2024-12-22,2024-12-25,Standard,Delivered
586,617,Yodel,2025-06-30,2025-07-03,Standard,Delivered
587,618,Yodel,2025-10-31,,Next Day,Delayed
588,619,Royal Mail,2024-12-01,2024-12-04,Click & Collect,Delivered
589,620,DPD,2025-02-16,2025-02-20,Standard,Delivered
590,621,DPD,2024-02-16,,Click & Collect,Delayed
591,622,Evri,2024-12-31,2025-01-01,Click & Collect,Delayed
592,623,Yodel,2024-12-15,2024-12-16,Standard,Delivered
593,624,Royal Mail,2024-08-20,2024-08-21,Next Day,Delivered
594,625,Yodel,2025-09-05,2025-09-06,Next Day,Delivered
595,626,Royal Mail,2025-06-26,2025-06-28,Next Day,Delivered
596,627,Royal Mail,2025-11-18,2025-11-22,Standard,Delivered
597,628,Royal Mail,2024-08-06,2024-08-07,Next Day,Lost
598,629,Evri,2025-06-14,2025-06-17,Standard,Delivered
599,630,DPD,2025-03-21,2025-03-22,Next Day,Delivered
600,631,Royal Mail,2024-03-03,2024-03-04,Click & Collect,Delivered
601,632,Evri,2025-09-07,2025-09-08,Standard,Delayed
602,633,Royal Mail,2024-11-11,,Standard,Delayed
603,635,Yodel,2025-07-30,2025-08-01,Next Day,Delivered
604,636,Evri,2024-06-04,2024-06-05,Standard,Delayed
605,637,Yodel,2024-02-19,2024-02-20,Next Day,In Transit
606,638,Evri,2025-08-27,2025-08-31,Next Day,Delivered
607,639,DPD,2024-11-18,,Click & Collect,Delivered
608,640,Yodel,2025-09-12,2025-09-15,Next Day,Delivered
609,641,Yodel,2025-06-14,,Next Day,Delivered
610,642,Yodel,2024-11-12,2024-11-14,Standard,Delivered
611,643,Yodel,2024-12-05,2024-12-09,Standard,Delayed
612,644,Evri,2025-10-17,2025-10-19,Click & Collect,Delivered
613,646,DPD,2024-10-04,2024-10-07,Next Day,Delayed
614,647,Evri,2025-10-18,2025-10-20,Standard,Delivered
615,648,DPD,2025-05-17,2025-05-19,Click & Collect,In Transit
616,649,Royal Mail,2025-01-05,2025-01-07,Standard,In Transit
617,650,Yodel,2024-02-18,2024-02-20,Standard,Delivered
618,651,DPD,2025-12-30,2025-12-31,Next Day,Delivered
619,652,Royal Mail,2024-09-02,,Click & Collect,Delivered
620,653,Royal Mail,2024-06-10,2024-06-11,Click & Collect,Delivered
621,654,Evri,2025-11-30,2025-12-03,Next Day,Delivered
622,655,Yodel,2024-04-03,2024-04-05,Click & Collect,Delivered
623,656,DPD,2024-10-26,,Click & Collect,Delivered
624,657,Yodel,2024-02-20,2024-02-21,Click & Collect,Delayed
625,658,DPD,2024-07-19,2024-07-23,Standard,Delivered
626,659,DPD,2025-11-05,2025-11-06,Click & Collect,Delivered
627,660,Royal Mail,2025-12-13,2025-12-14,Next Day,Delivered
628,661,Yodel,2024-11-16,2024-11-18,Next Day,Delivered
629,662,Yodel,2024-06-19,2024-06-22,Next Day,Delivered
630,663,Evri,2024-12-04,2024-12-05,Standard,Delayed
631,664,Evri,2025-06-11,2025-06-13,Standard,Delivered
632,665,Evri,2025-06-05,2025-06-06,Standard,Delivered
633,666,Yodel,2025-11-25,2025-11-28,Click & Collect,Delivered
634,667,Evri,2024-03-04,2024-03-06,Next Day,In Transit
635,668,Evri,2025-07-04,2025-07-07,Standard,Delivered
636,669,Yodel,2024-12-25,2024-12-28,Standard,Delayed
637,670,Evri,2024-11-24,2024-11-30,Standard,Delivered
638,671,Yodel,2025-07-01,2025-07-02,Next Day,Delivered
639,672,Evri,2025-07-10,,Next Day,Lost
640,673,Yodel,2025-07-03,2025-07-07,Standard,In Transit
641,674,Yodel,2025-01-24,2025-01-25,Next Day,Delivered
642,675,DPD,2025-07-30,2025-08-01,Standard,Delivered
643,676,Yodel,2024-03-21,2024-03-22,Standard,Delivered
644,677,Royal Mail,2024-01-21,2024-01-22,Next Day,Delivered
645,678,Yodel,2025-03-06,2025-03-08,Next Day,Delivered
646,679,DPD,2025-02-18,2025-02-21,Next Day,Delivered
647,680,Royal Mail,2024-02-14,2024-02-15,Standard,Delivered
648,681,Yodel,2024-06-18,,Standard,Delivered
649,682,Evri,2024-12-02,2024-12-05,Click & Collect,Delivered
650,683,Yodel,2025-05-18,2025-05-19,Standard,Delivered
651,684,Yodel,2025-07-19,2025-07-21,Next Day,Delivered
652,685,Yodel,2025-11-09,2025-11-10,Standard,Delivered
653,686,Evri,2025-12-26,2025-12-28,Next Day,Delivered
654,687,Yodel,2024-12-25,2024-12-27,Standard,Lost
655,688,Yodel,2025-12-18,2025-12-20,Standard,In Transit
656,689,Yodel,2025-11-17,2025-11-20,Next Day,Delivered
657,690,Evri,2025-10-29,2025-10-31,Click & Collect,Delivered
658,691,DPD,2024-12-08,,Next Day,Delivered
659,692,Evri,2025-09-16,2025-09-17,Standard,Lost
660,693,Royal Mail,2026-01-07,2026-01-10,Standard,Delivered
661,695,Royal Mail,2025-06-06,2025-06-08,Click & Collect,Delivered
662,696,DPD,2025-07-19,2025-07-20,Standard,In Transit
663,697,Royal Mail,2024-06-06,2024-06-10,Click & Collect,Delivered
664,698,Yodel,2025-12-12,2025-12-14,Next Day,Delivered
665,699,Royal Mail,2025-11-07,2025-11-08,Click & Collect,Delivered
666,701,DPD,2025-05-07,2025-05-08,Standard,Delivered
667,702,Yodel,2024-12-16,,Click & Collect,Delivered
668,703,Royal Mail,2025-01-27,2025-01-28,Standard,Delivered
669,704,DPD,2024-12-10,2024-12-11,Standard,Delivered
670,705,Evri,2025-10-11,2025-10-13,Next Day,Delivered
671,706,DPD,2025-12-29,,Next Day,Delayed
672,707,Evri,2025-01-03,2025-01-04,Standard,Delivered
673,708,DPD,2024-05-07,2024-05-08,Click & Collect,Delivered
674,709,Evri,2025-10-03,2025-10-05,Click & Collect,In Transit
675,710,Yodel,2025-04-17,2025-04-18,Next Day,Delayed
676,711,DPD,2025-09-30,2025-10-03,Standard,Delivered
677,712,Evri,2025-10-30,2025-11-02,Standard,Delayed
678,713,Royal Mail,2024-04-25,2024-04-27,Standard,Delivered
679,714,Yodel,2024-06-27,2024-06-28,Standard,Delivered
680,715,Royal Mail,2024-06-01,2024-06-04,Click & Collect,Delayed
681,716,DPD,2024-10-18,2024-10-19,Next Day,Delivered
682,717,DPD,2024-11-27,2024-11-29,Standard,In Transit
683,718,Evri,2024-05-31,2024-06-01,Click & Collect,Delivered
684,719,Yodel,2024-11-18,2024-11-19,Click & Collect,Delivered
685,720,Yodel,2025-10-31,2025-11-01,Click & Collect,Delivered
686,721,Royal Mail,2025-12-26,2025-12-27,Standard,Delivered
687,722,DPD,2024-09-06,2024-09-07,Standard,In Transit
688,723,DPD,2024-11-19,2024-11-20,Click & Collect,Delivered
689,724,Evri,2024-12-05,2024-12-09,Standard,Delayed
690,725,DPD,2025-11-17,2025-11-18,Standard,Delivered
691,726,Royal Mail,2024-10-07,,Next Day,In Transit
692,727,DPD,2025-08-29,2025-08-30,Standard,Delivered
693,728,Royal Mail,2025-03-25,2025-03-26,Next Day,Delayed
694,729,Royal Mail,2024-01-17,2024-01-18,Next Day,Delivered
695,730,Evri,2024-03-12,2024-03-17,Next Day,Delivered
696,731,Evri,2025-04-11,2025-04-14,Click & Collect,Delivered
697,732,Evri,2025-11-12,2025-11-13,Standard,Delivered
698,733,DPD,2025-01-01,2025-01-05,Next Day,Delivered
699,734,Evri,2024-07-14,2024-07-17,Click & Collect,Delivered
700,736,Royal Mail,2025-06-19,2025-06-20,Standard,Delivered
701,737,Evri,2024-05-04,,Next Day,Delivered
702,738,DPD,2025-09-11,2025-09-14,Click & Collect,Delivered
703,739,Yodel,2025-05-29,,Click & Collect,Delivered
704,740,Yodel,2024-07-20,2024-07-22,Next Day,Delivered
705,741,Yodel,2025-02-23,2025-02-25,Click & Collect,Delivered
706,742,Yodel,2024-06-01,2024-06-05,Standard,Delayed
707,743,Evri,2024-11-30,2024-12-02,Next Day,Delivered
708,744,Evri,2024-04-10,2024-04-11,Click & Collect,Delivered
709,745,Royal Mail,2025-03-01,2025-03-05,Click & Collect,In Transit
710,746,DPD,2024-11-05,2024-11-08,Standard,Delivered
711,747,Yodel,2025-05-13,2025-05-15,Standard,Delivered
712,748,Royal Mail,2024-07-05,2024-07-08,Click & Collect,Delivered
713,749,Royal Mail,2024-10-20,2024-10-21,Next Day,Delivered
714,750,DPD,2024-09-27,2024-09-30,Next Day,Delivered
715,751,Yodel,2024-09-05,2024-09-07,Standard,Delivered
716,752,Royal Mail,2025-11-27,2025-11-28,Next Day,Delivered
717,753,Evri,2024-09-02,,Standard,Delayed
718,754,Royal Mail,2025-12-11,2025-12-12,Standard,Delivered
719,755,Royal Mail,2024-08-30,2024-09-01,Standard,Delivered
720,756,Yodel,2024-06-27,2024-06-29,Next Day,Delivered
721,757,Yodel,2025-06-20,2025-06-21,Click & Collect,Delivered
722,758,Yodel,2024-08-03,2024-08-04,Click & Collect,Delivered
723,759,Evri,2024-03-30,2024-03-31,Click & Collect,Delayed
724,760,Yodel,2025-09-04,2025-09-05,Next Day,In Transit
725,761,Yodel,2024-11-30,2024-12-01,Next Day,Delayed
726,762,Royal Mail,2025-12-15,,Click & Collect,Delivered
727,763,DPD,2025-10-08,2025-10-09,Click & Collect,Delivered
728,764,Evri,2025-08-27,2025-08-30,Click & Collect,Delivered
729,765,DPD,2025-05-14,2025-05-15,Click & Collect,Delivered
730,766,Royal Mail,2024-12-28,2024-12-29,Click & Collect,In Transit
731,767,Evri,2024-10-17,2024-10-18,Next Day,Delivered
732,768,Royal Mail,2025-12-19,2025-12-21,Standard,In Transit
733,769,DPD,2024-08-29,2024-08-30,Standard,Delivered
734,770,DPD,2025-03-16,2025-03-17,Next Day,Delivered
735,771,Royal Mail,2024-10-20,2024-10-21,Next Day,Delivered
736,772,DPD,2025-12-06,2025-12-08,Next Day,Delivered
737,773,Yodel,2025-05-15,2025-05-18,Standard,Delivered
738,774,Royal Mail,2025-11-10,2025-11-11,Standard,In Transit
739,775,Evri,2024-06-16,2024-06-18,Next Day,Delivered
740,776,Evri,2024-08-19,2024-08-20,Next Day,In Transit
741,777,Evri,2024-05-27,2024-05-29,Standard,Delivered
742,778,DPD,2024-02-17,2024-02-18,Standard,In Transit
743,779,Royal Mail,2024-08-15,2024-08-16,Next Day,Delayed
744,780,Evri,2024-01-11,,Next Day,Delivered
745,781,DPD,2025-06-20,2025-06-24,Next Day,Delayed
746,782,Evri,2025-11-17,2025-11-18,Next Day,In Transit
747,783,DPD,2024-10-23,2024-10-24,Next Day,Delivered
748,784,Royal Mail,2025-01-12,2025-01-16,Next Day,Delivered
749,785,Royal Mail,2024-09-05,2024-09-06,Next Day,In Transit
750,786,Royal Mail,2025-12-01,2025-12-02,Standard,Delivered
751,787,Evri,2024-04-12,2024-04-15,Next Day,Delivered
752,788,Yodel,2025-04-20,2025-04-21,Next Day,Delivered
753,789,DPD,2024-09-29,2024-10-02,Click & Collect,Delayed
754,790,Yodel,2025-04-01,2025-04-02,Standard,Delivered
755,791,Evri,2024-07-29,2024-07-31,Standard,Delivered
756,792,Yodel,2024-10-15,2024-10-17,Next Day,Delivered
757,793,DPD,2024-12-04,,Click & Collect,In Transit
758,794,DPD,2025-11-28,2025-11-29,Click & Collect,In Transit
759,795,DPD,2025-07-27,2025-07-28,Standard,Delivered
760,796,Royal Mail,2025-05-22,2025-05-27,Next Day,Delivered
761,797,Evri,2024-03-04,2024-03-05,Click & Collect,Delivered
762,798,DPD,2024-08-18,2024-08-19,Click & Collect,Delayed
763,799,DPD,2025-12-29,2025-12-30,Standard,Delivered
764,800,DPD,2025-07-12,2025-07-14,Standard,Delivered
765,801,Royal Mail,2025-06-03,2025-06-06,Standard,Delivered
766,802,Yodel,2025-11-03,2025-11-06,Click & Collect,Delivered
767,803,Royal Mail,2024-10-10,2024-10-13,Click & Collect,Delivered
768,804,DPD,2025-01-13,,Next Day,Delayed
769,805,Yodel,2025-01-31,2025-02-04,Standard,Delivered
770,806,Royal Mail,2025-01-10,2025-01-13,Next Day,Delivered
771,807,Evri,2025-03-15,2025-03-16,Next Day,In Transit
772,808,DPD,2024-12-29,2024-12-31,Click & Collect,Delivered
773,809,Evri,2024-12-16,2024-12-18,Standard,Delivered
774,810,DPD,2024-12-01,2024-12-04,Click & Collect,Delivered
775,811,Evri,2025-05-23,2025-05-24,Next Day,Delivered
776,812,Evri,2025-03-16,2025-03-17,Standard,Delivered
777,813,Yodel,2024-08-20,2024-08-22,Standard,Delivered
778,814,Yodel,2025-06-05,2025-06-06,Standard,Delivered
779,815,Evri,2025-07-31,2025-08-03,Click & Collect,In Transit
780,816,Evri,2024-11-22,2024-11-24,Standard,Delayed
781,817,Evri,2024-03-02,2024-03-03,Click & Collect,Delivered
782,818,Evri,2024-12-12,2024-12-13,Click & Collect,Delivered
783,820,Yodel,2024-11-13,2024-11-14,Standard,In Transit
784,821,Yodel,2024-12-03,2024-12-05,Next Day,Delivered
785,822,DPD,2024-08-23,2024-08-26,Click & Collect,Delivered
786,823,Yodel,2024-08-14,2024-08-16,Click & Collect,Delivered
787,824,DPD,2024-04-24,2024-04-26,Standard,Delivered
788,825,Evri,2024-12-16,2024-12-18,Next Day,Delivered
789,826,Royal Mail,2024-12-05,2024-12-06,Click & Collect,Delivered
790,827,Evri,2025-11-08,2025-11-09,Standard,Delivered
791,828,Royal Mail,2025-01-17,2025-01-19,Next Day,Delivered
792,829,Royal Mail,2025-02-27,2025-03-02,Click & Collect,Delivered
793,830,Yodel,2024-11-29,2024-11-30,Standard,In Transit
794,831,Evri,2025-06-13,2025-06-15,Standard,Delayed
795,832,Royal Mail,2025-09-30,2025-10-02,Standard,Delivered
796,833,Royal Mail,2024-07-12,2024-07-14,Standard,Delivered
797,834,Yodel,2024-05-24,2024-05-26,Standard,Delivered
798,835,Royal Mail,2025-09-12,2025-09-13,Click & Collect,Delivered
799,836,Royal Mail,2024-01-07,2024-01-10,Click & Collect,Delayed
